<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Rishmac.Prod.&EXP,20190511,12561.00,13118.00,12320.00,12755.00,18802489358,1474070,783,D,12801.00,12530.00
Rishmac.Prod.&EXP,20190508,12020.00,13025.00,12020.00,12801.00,18852258648,1472682,781,D,12571.00,12911.00
Rishmac.Prod.&EXP,20190507,12576.00,13130.00,12522.00,12571.00,35202286450,2800174,1117,D,13181.00,12522.00
Rishmac.Prod.&EXP,20190506,13750.00,13800.00,13133.00,13181.00,41396058406,3140501,1158,D,13824.00,13133.00
Rishmac.Prod.&EXP,20190505,14200.00,14200.00,13440.00,13824.00,25532559362,1846986,1044,D,14025.00,13780.00
Rishmac.Prod.&EXP,20190504,14030.00,14200.00,13850.00,14025.00,26636803151,1899291,1104,D,13816.00,14000.00
Rishmac.Prod.&EXP,20190501,13333.00,14264.00,13291.00,13816.00,47616053663,3446523,1174,D,13585.00,13695.00
Rishmac.Prod.&EXP,20190430,14091.00,14091.00,13283.00,13585.00,35215945570,2592291,1542,D,13982.00,13440.00
Rishmac.Prod.&EXP,20190429,14099.00,14099.00,13699.00,13982.00,32854570696,2349817,1251,D,13821.00,13980.00
Rishmac.Prod.&EXP,20190428,13499.00,14040.00,13350.00,13821.00,34481533654,2494928,1241,D,13417.00,13940.00
Rishmac.Prod.&EXP,20190427,13350.00,13578.00,13100.00,13417.00,36044123350,2686543,1268,D,12956.00,13420.00
Rishmac.Prod.&EXP,20190424,12420.00,13058.00,12420.00,12956.00,60273427768,4652323,1852,D,12437.00,13058.00
Rishmac.Prod.&EXP,20190423,12300.00,12550.00,12230.00,12437.00,13060381741,1050115,637,D,12425.00,12422.00
Rishmac.Prod.&EXP,20190422,12749.00,12850.00,12273.00,12425.00,21052855768,1694349,1000,D,12673.00,12440.00
Rishmac.Prod.&EXP,20190420,12699.00,12874.00,12000.00,12673.00,24579690181,1939583,952,D,12261.00,12670.00
Rishmac.Prod.&EXP,20190417,12215.00,12600.00,11984.00,12261.00,13603973024,1109538,646,D,12387.00,12387.00
Rishmac.Prod.&EXP,20190416,12711.00,12711.00,12146.00,12387.00,28898927098,2333006,1139,D,12785.00,12216.00
Rishmac.Prod.&EXP,20190415,12487.00,13061.00,12487.00,12785.00,27974495215,2188139,1124,D,12486.00,12503.00
Rishmac.Prod.&EXP,20190414,12796.00,12796.00,12260.00,12486.00,38572161458,3089145,1598,D,12889.00,12505.00
Rishmac.Prod.&EXP,20190413,13698.00,13698.00,12564.00,12889.00,41318723643,3205631,1929,D,13053.00,12656.00
Rishmac.Prod.&EXP,20190410,12950.00,13107.00,12628.00,13053.00,55473094662,4249849,1561,D,12483.00,13107.00
Rishmac.Prod.&EXP,20190409,11960.00,12532.00,11960.00,12483.00,51355414168,4113871,1500,D,11936.00,12532.00
Rishmac.Prod.&EXP,20190408,11900.00,12027.00,11700.00,11936.00,19526088930,1635877,1002,D,12027.00,11880.00
Rishmac.Prod.&EXP,20190407,11700.00,12078.00,11697.00,12027.00,56223305596,4674620,1639,D,11503.00,11930.00
Rishmac.Prod.&EXP,20190406,11338.00,11700.00,11104.00,11503.00,22567354178,1961948,1176,D,11179.00,11690.00
Rishmac.Prod.&EXP,20190331,11398.00,11398.00,10879.00,11179.00,16502125297,1476168,1029,D,11239.00,11280.00
Rishmac.Prod.&EXP,20190330,11500.00,11500.00,10925.00,11239.00,14540505296,1293724,1022,D,11285.00,11220.00
Rishmac.Prod.&EXP,20190327,11399.00,11399.00,11141.00,11285.00,13737840119,1217401,788,D,10907.00,11215.00
Rishmac.Prod.&EXP,20190326,10600.00,11022.00,10600.00,10907.00,16802919935,1540508,828,D,10498.00,11022.00
Rishmac.Prod.&EXP,20190325,10699.00,10699.00,10300.00,10498.00,13288531084,1265803,822,D,10224.00,10490.00
Rishmac.Prod.&EXP,20190319,9999.00,10498.00,9999.00,10224.00,33457449143,3272379,1612,D,8917.00,10349.00
Rishmac.Prod.&EXP,20190312,10800.00,11098.00,10680.00,10917.00,14666192915,1343435,742,D,10814.00,10912.00
Rishmac.Prod.&EXP,20190311,10836.00,10999.00,10650.00,10814.00,12032249859,1112620,621,D,10735.00,10798.00
Rishmac.Prod.&EXP,20190310,10890.00,10890.00,10622.00,10735.00,12162363226,1132923,795,D,10886.00,10748.00
Rishmac.Prod.&EXP,20190309,11005.00,11005.00,10821.00,10886.00,6179070739,567634,458,D,10930.00,10833.00
Rishmac.Prod.&EXP,20190306,11060.00,11060.00,10831.00,10930.00,5820203732,532521,396,D,10945.00,10998.00
Rishmac.Prod.&EXP,20190305,11000.00,11070.00,10850.00,10945.00,7401517286,676277,501,D,11191.00,10988.00
Rishmac.Prod.&EXP,20190304,10950.00,11400.00,10900.00,11191.00,9320820093,832876,516,D,11006.00,11013.00
Rishmac.Prod.&EXP,20190303,11100.00,11100.00,10900.00,11006.00,11023556565,1001618,556,D,11166.00,11037.00
Rishmac.Prod.&EXP,20190302,11219.00,11339.00,11051.00,11166.00,8189855981,733443,590,D,11165.00,11143.00
Rishmac.Prod.&EXP,20190227,11210.00,11400.00,11080.00,11165.00,9534516443,853974,578,D,11327.00,11160.00
Rishmac.Prod.&EXP,20190226,11235.00,11439.00,11235.00,11327.00,6058592237,534886,392,D,11601.00,11300.00
Rishmac.Prod.&EXP,20190225,11879.00,11879.00,11440.00,11601.00,7229870907,623230,471,D,11590.00,11440.00
Rishmac.Prod.&EXP,20190224,11449.00,11960.00,11212.00,11590.00,13843340238,1194400,788,D,11640.00,11701.00
Rishmac.Prod.&EXP,20190223,11790.00,11844.00,11284.00,11640.00,20591970619,1769008,1239,D,11489.00,11300.00
Rishmac.Prod.&EXP,20190220,11393.00,11511.00,11201.00,11489.00,12767371008,1111254,523,D,10963.00,11511.00
Rishmac.Prod.&EXP,20190219,10799.00,11012.00,10755.00,10963.00,9347176571,852648,492,D,10488.00,11012.00
Rishmac.Prod.&EXP,20190218,10207.00,10732.00,10200.00,10488.00,10698542927,1020052,743,D,10355.00,10699.00
Rishmac.Prod.&EXP,20190217,10530.00,10540.00,10200.00,10355.00,8322037585,803654,745,D,10642.00,10298.00
Rishmac.Prod.&EXP,20190216,10995.00,10995.00,10450.00,10642.00,10036977730,943104,882,D,10546.00,10520.00
Rishmac.Prod.&EXP,20190213,10417.00,11082.00,10417.00,10546.00,11846701390,1123315,408,D,10965.00,10800.00
Rishmac.Prod.&EXP,20190212,11300.00,11300.00,10890.00,10965.00,10362501103,945089,571,D,11171.00,10901.00
Rishmac.Prod.&EXP,20190210,11371.00,11371.00,11111.00,11171.00,3746258113,335370,342,D,11228.00,11140.00
Rishmac.Prod.&EXP,20190206,11333.00,11335.00,11075.00,11228.00,3974884060,354003,331,D,11111.00,11271.00
Rishmac.Prod.&EXP,20190205,11100.00,11399.00,10857.00,11111.00,10752408453,967718,589,D,11047.00,11327.00
Rishmac.Prod.&EXP,20190204,11001.00,11299.00,10900.00,11047.00,7797289925,705810,598,D,11103.00,10920.00
Rishmac.Prod.&EXP,20190203,11599.00,11599.00,11010.00,11103.00,7302442264,657687,616,D,11559.00,11144.00
Rishmac.Prod.&EXP,20190202,11736.00,11893.00,11346.00,11559.00,5500090472,475821,438,D,11628.00,11500.00
Rishmac.Prod.&EXP,20190130,12000.00,12000.00,11478.00,11628.00,6680970654,574581,551,D,11820.00,11556.00
Rishmac.Prod.&EXP,20190129,11800.00,11999.00,11750.00,11820.00,5998834020,507528,395,D,11952.00,11835.00
Rishmac.Prod.&EXP,20190128,11999.00,12050.00,11800.00,11952.00,8416570045,704170,465,D,11932.00,11899.00
Rishmac.Prod.&EXP,20190127,12270.00,12270.00,11706.00,11932.00,7536418944,631604,575,D,12311.00,12000.00
Rishmac.Prod.&EXP,20190126,12195.00,12500.00,12141.00,12311.00,14756316764,1198595,805,D,11968.00,12172.00
Rishmac.Prod.&EXP,20190123,11999.00,12298.00,11800.00,11968.00,53486780506,4469139,1327,D,11735.00,12130.00
Rishmac.Prod.&EXP,20190122,11600.00,11960.00,11505.00,11735.00,39030794799,3325887,679,D,11460.00,11910.00
Rishmac.Prod.&EXP,20190121,11650.00,11700.00,11216.00,11460.00,8133192905,709689,510,D,11806.00,11549.00
Rishmac.Prod.&EXP,20190120,11900.00,12190.00,11700.00,11806.00,9876085349,836565,562,D,11999.00,11845.00
Rishmac.Prod.&EXP,20190119,12200.00,12270.00,11900.00,11999.00,10866138428,905601,797,D,12352.00,12050.00
Rishmac.Prod.&EXP,20190116,12599.00,12599.00,12199.00,12352.00,19733526894,1597654,972,D,12011.00,12201.00
Rishmac.Prod.&EXP,20190115,11647.00,12102.00,11551.00,12011.00,29705836786,2473280,1214,D,11526.00,12102.00
Rishmac.Prod.&EXP,20190114,11601.00,11737.00,11200.00,11526.00,9095682130,789133,559,D,11701.00,11600.00
Rishmac.Prod.&EXP,20190113,11700.00,11800.00,11526.00,11701.00,11762027229,1005197,748,D,11650.00,11600.00
Rishmac.Prod.&EXP,20190112,11550.00,11800.00,11540.00,11650.00,13213735868,1134207,678,D,11506.00,11592.00
Rishmac.Prod.&EXP,20190109,11500.00,11690.00,11430.00,11506.00,10959773300,952539,621,D,11392.00,11500.00
Rishmac.Prod.&EXP,20190108,11297.00,11599.00,11100.00,11392.00,13140947441,1153540,801,D,11051.00,11350.00
Rishmac.Prod.&EXP,20190107,10902.00,11200.00,10902.00,11051.00,7223792356,653677,498,D,10946.00,11069.00
Rishmac.Prod.&EXP,20190106,11030.00,11031.00,10880.00,10946.00,6182598872,564842,559,D,11036.00,10979.00
Rishmac.Prod.&EXP,20190105,11141.00,11141.00,10982.00,11036.00,7262116281,658041,514,D,11141.00,11031.00
Rishmac.Prod.&EXP,20190102,11498.00,11498.00,11000.00,11141.00,6533927175,586493,495,D,11327.00,11070.00
Rishmac.Prod.&EXP,20190101,11219.00,11500.00,11211.00,11327.00,8669401041,765369,496,D,11218.00,11274.00
Rishmac.Prod.&EXP,20181231,10902.00,11450.00,10902.00,11218.00,10631459202,947719,737,D,10987.00,11300.00
Rishmac.Prod.&EXP,20181230,11055.00,11111.00,10883.00,10987.00,10591482686,964026,706,D,11121.00,10910.00
Rishmac.Prod.&EXP,20181229,11350.00,11350.00,11011.00,11121.00,9241566474,830993,658,D,11354.00,11182.00
Rishmac.Prod.&EXP,20181226,10925.00,11471.00,10883.00,11354.00,23712361227,2088457,957,D,10925.00,11471.00
Rishmac.Prod.&EXP,20181225,11098.00,11098.00,10851.00,10925.00,5911463956,541090,451,D,11062.00,10997.00
Rishmac.Prod.&EXP,20181224,11127.00,11127.00,10943.00,11062.00,4670543287,422197,411,D,11127.00,11111.00
Rishmac.Prod.&EXP,20181223,10622.00,11182.00,10622.00,11127.00,20916046721,1879811,963,D,10650.00,11182.00
Rishmac.Prod.&EXP,20181222,10755.00,10997.00,10500.00,10650.00,8188741256,768892,546,D,10730.00,10700.00
Rishmac.Prod.&EXP,20181219,10968.00,10968.00,10421.00,10730.00,11275845965,1050894,833,D,10968.00,10949.00
Rishmac.Prod.&EXP,20181218,11005.00,11100.00,10851.00,10968.00,7358447678,670876,547,D,11083.00,10910.00
Rishmac.Prod.&EXP,20181217,11669.00,11669.00,10929.00,11083.00,18612684688,1679415,1024,D,11504.00,10971.00
Rishmac.Prod.&EXP,20181216,11788.00,11788.00,11390.00,11504.00,11053754320,960902,656,D,11848.00,11440.00
Rishmac.Prod.&EXP,20181215,12000.00,12000.00,11600.00,11848.00,8364226308,705986,538,D,11794.00,11788.00
Rishmac.Prod.&EXP,20181212,11562.00,12194.00,11381.00,11794.00,16129467970,1367617,977,D,11789.00,11990.00
Rishmac.Prod.&EXP,20181210,11920.00,11920.00,11665.00,11789.00,13023321855,1104695,726,D,11980.00,11825.00
Rishmac.Prod.&EXP,20181209,12246.00,12246.00,11804.00,11980.00,10262963015,856705,619,D,12263.00,11992.00
Rishmac.Prod.&EXP,20181208,12080.00,12397.00,12080.00,12263.00,11357090256,926133,595,D,12177.00,12245.00
Rishmac.Prod.&EXP,20181205,12180.00,12370.00,11901.00,12177.00,15346357284,1260313,774,D,12161.00,12110.00
Rishmac.Prod.&EXP,20181204,12638.00,12638.00,11890.00,12161.00,14170843321,1165282,790,D,12515.00,12155.00
Rishmac.Prod.&EXP,20181203,12290.00,12528.00,12290.00,12515.00,30615251748,2446204,1161,D,11932.00,12528.00
Rishmac.Prod.&EXP,20181202,11720.00,12024.00,11700.00,11932.00,17717031052,1484875,760,D,11452.00,12024.00
Rishmac.Prod.&EXP,20181201,11999.00,11999.00,11436.00,11452.00,22981092024,2006813,1007,D,12037.00,11850.00
Rishmac.Prod.&EXP,20181128,12289.00,12300.00,11686.00,12037.00,11756458177,976700,873,D,12301.00,11877.00
Rishmac.Prod.&EXP,20181127,12050.00,12610.00,12050.00,12301.00,7878176482,640431,610,D,12219.00,12246.00
Rishmac.Prod.&EXP,20181126,12660.00,12700.00,12182.00,12219.00,14993513585,1227020,896,D,12823.00,12200.00
Rishmac.Prod.&EXP,20181124,12900.00,13197.00,12500.00,12823.00,15403218452,1201264,1017,D,12758.00,12660.00
Rishmac.Prod.&EXP,20181121,12365.00,12894.00,12202.00,12758.00,31751436574,2488662,1227,D,12280.00,12894.00
Rishmac.Prod.&EXP,20181120,12400.00,12499.00,12100.00,12280.00,13894043822,1131424,855,D,12360.00,12350.00
Rishmac.Prod.&EXP,20181119,12270.00,12780.00,12000.00,12360.00,17750990428,1436176,1160,D,12370.00,12203.00
Rishmac.Prod.&EXP,20181118,13000.00,13050.00,12274.00,12370.00,31458762731,2543100,1470,D,12920.00,12281.00
Rishmac.Prod.&EXP,20181117,13400.00,13400.00,12889.00,12920.00,41309308141,3197320,1731,D,13567.00,12889.00
Rishmac.Prod.&EXP,20181114,13900.00,13900.00,13501.00,13567.00,12179964109,897781,805,D,13994.00,13550.00
Rishmac.Prod.&EXP,20181113,14101.00,14400.00,13770.00,13994.00,19502039313,1393591,984,D,14197.00,13770.00
Rishmac.Prod.&EXP,20181112,14197.00,14300.00,14000.00,14197.00,24759154930,1743992,928,D,13867.00,14180.00
Rishmac.Prod.&EXP,20181111,14020.00,14080.00,13500.00,13867.00,23757521600,1713262,1223,D,13940.00,14077.00
Rishmac.Prod.&EXP,20181110,14220.00,14490.00,13800.00,13940.00,25214554408,1808779,1337,D,14201.00,13815.00
Rishmac.Prod.&EXP,20181106,14050.00,14791.00,14050.00,14201.00,62517927302,4402277,2179,D,14789.00,14250.00
Rishmac.Prod.&EXP,20181105,14777.00,14950.00,14581.00,14789.00,11139907955,753254,612,D,14581.00,14840.00
Rishmac.Prod.&EXP,20181104,14600.00,14941.00,14260.00,14581.00,10445265842,716376,639,D,14925.00,14431.00
Rishmac.Prod.&EXP,20181103,15200.00,15200.00,14650.00,14925.00,15583594544,1044093,672,D,15111.00,14860.00
Rishmac.Prod.&EXP,20181031,15400.00,15499.00,14506.00,15111.00,38552450066,2551304,1489,D,15269.00,15190.00
Rishmac.Prod.&EXP,20181029,15269.00,15269.00,15269.00,15269.00,13842035605,906545,193,D,14542.00,15269.00
Rishmac.Prod.&EXP,20181028,13995.00,14694.00,13995.00,14542.00,18023892036,1239466,604,D,13995.00,14694.00
Rishmac.Prod.&EXP,20181027,14211.00,14500.00,13808.00,13995.00,40889126948,2921591,1869,D,14534.00,13845.00
Rishmac.Prod.&EXP,20181024,15000.00,15193.00,14302.00,14534.00,34806734067,2394896,1521,D,15031.00,14590.00
Rishmac.Prod.&EXP,20181023,15600.00,15700.00,14730.00,15031.00,50558240739,3363529,2295,D,15498.00,14980.00
Rishmac.Prod.&EXP,20181022,15800.00,16200.00,15270.00,15498.00,65045298857,4197065,2581,D,16070.00,15500.00
Rishmac.Prod.&EXP,20181021,16700.00,16700.00,15982.00,16070.00,84329218226,5247498,2929,D,16823.00,15982.00
Rishmac.Prod.&EXP,20181020,17000.00,17600.00,16250.00,16823.00,113025710956,6718526,4130,D,17019.00,16539.00
Rishmac.Prod.&EXP,20181017,17019.00,17019.00,17019.00,17019.00,21551380947,1266313,624,D,17914.00,17019.00
Rishmac.Prod.&EXP,20181016,18495.00,18495.00,17212.00,17914.00,116506815451,6503663,3004,D,17944.00,17680.00
Rishmac.Prod.&EXP,20181015,18000.00,18900.00,17200.00,17944.00,138238700045,7703777,2746,D,16262.00,18050.00
Rishmac.Prod.&EXP,20181010,16277.00,16277.00,15800.00,16262.00,97754940544,6011078,1666,D,15502.00,16277.00
Rishmac.Prod.&EXP,20181009,15000.00,15792.00,14610.00,15502.00,79723145982,5142894,2327,D,15040.00,15300.00
Rishmac.Prod.&EXP,20181008,15040.00,15040.00,15040.00,15040.00,7500583360,498709,93,D,15831.00,15040.00
Rishmac.Prod.&EXP,20181006,16005.00,17900.00,14882.00,15831.00,161393680670,10194751,4017,D,16534.00,15114.00
Rishmac.Prod.&EXP,20181003,16534.00,16534.00,16534.00,16534.00,18443412456,1115484,686,D,18371.00,16534.00
Rishmac.Prod.&EXP,20181002,18371.00,18371.00,18371.00,18371.00,9480813825,516075,255,D,20412.00,18371.00
Rishmac.Prod.&EXP,20181001,22500.00,22500.00,18756.00,20412.00,114537143890,5611400,3108,D,20840.00,19800.00
Rishmac.Prod.&EXP,20180930,19800.00,21032.00,19700.00,20840.00,170085312755,8161358,2957,D,19120.00,21032.00
Rishmac.Prod.&EXP,20180929,19650.00,20000.00,17821.00,19120.00,91055149743,4762214,2813,D,18535.00,19487.00
Rishmac.Prod.&EXP,20180925,18539.00,18539.00,18200.00,18535.00,65207113391,3518059,1232,D,16854.00,18539.00
Rishmac.Prod.&EXP,20180924,15699.00,17174.00,15500.00,16854.00,142165440209,8434937,3624,D,15613.00,17174.00
Rishmac.Prod.&EXP,20180923,15800.00,15800.00,15500.00,15613.00,24052454854,1540551,1069,D,15571.00,15600.00
Rishmac.Prod.&EXP,20180922,15310.00,15875.00,15310.00,15571.00,36493925435,2343750,1345,D,15274.00,15450.00
Rishmac.Prod.&EXP,20180918,15410.00,15650.00,15121.00,15274.00,18774783425,1229234,980,D,15560.00,15200.00
Rishmac.Prod.&EXP,20180917,15100.00,15979.00,15055.00,15560.00,26755335103,1719529,1214,D,15334.00,15280.00
Rishmac.Prod.&EXP,20180916,15900.00,15900.00,15100.00,15334.00,22304923612,1454630,1088,D,15945.00,15430.00
Rishmac.Prod.&EXP,20180915,16385.00,16385.00,15502.00,15945.00,25977085215,1629163,1395,D,15916.00,15595.00
Rishmac.Prod.&EXP,20180912,15630.00,16590.00,15500.00,15916.00,42481779465,2669051,1619,D,15588.00,15710.00
Rishmac.Prod.&EXP,20180911,16140.00,16140.00,15100.00,15588.00,22074956165,1416181,1244,D,16067.00,15620.00
Rishmac.Prod.&EXP,20180910,15950.00,16400.00,15884.00,16067.00,28706765645,1786645,1165,D,15884.00,15924.00
Rishmac.Prod.&EXP,20180909,16402.00,16402.00,15002.00,15884.00,41031944839,2583205,2013,D,16373.00,15820.00
Rishmac.Prod.&EXP,20180908,16900.00,16900.00,16060.00,16373.00,41499926010,2534603,1667,D,16784.00,16300.00
Rishmac.Prod.&EXP,20180905,16900.00,17000.00,16400.00,16784.00,26771380773,1595009,1043,D,16734.00,16700.00
Rishmac.Prod.&EXP,20180904,16575.00,16898.00,16575.00,16734.00,28671334140,1713345,1051,D,16540.00,16790.00
Rishmac.Prod.&EXP,20180903,16871.00,16900.00,16300.00,16540.00,29125623175,1760963,1041,D,16418.00,16460.00
Rishmac.Prod.&EXP,20180902,16007.00,17000.00,15850.00,16418.00,54730326513,3333625,1950,D,15866.00,16555.00
Rishmac.Prod.&EXP,20180901,16848.00,16848.00,15101.00,15866.00,40499314612,2552572,1909,D,16778.00,16000.00
Rishmac.Prod.&EXP,20180829,16799.00,17300.00,16291.00,16778.00,68822249976,4101859,2248,D,16105.00,16580.00
Rishmac.Prod.&EXP,20180828,15810.00,17188.00,15011.00,16105.00,67575069391,4195818,1988,D,15626.00,16600.00
Rishmac.Prod.&EXP,20180827,15700.00,15700.00,15500.00,15626.00,2187300131,139980,55,D,14614.00,15500.00
Rishmac.Prod.&EXP,20180826,14500.00,15138.00,14000.00,14614.00,60074110955,4110834,2098,D,13821.00,14600.00
Rishmac.Prod.&EXP,20180825,13000.00,13994.00,12750.00,13821.00,57681385706,4173420,1560,D,12722.00,13993.00
Rishmac.Prod.&EXP,20180821,12550.00,13379.00,11295.00,12722.00,72560146747,5703657,2248,D,10827.00,12500.00
Rishmac.Prod.&EXP,20180813,28950.00,29000.00,27101.00,28263.00,37083617978,1312072,1133,D,28264.00,28000.00
Rishmac.Prod.&EXP,20180812,28600.00,29200.00,27950.00,28264.00,25462899081,900905,790,D,26959.00,28000.00
Rishmac.Prod.&EXP,20180811,25950.00,28000.00,25500.00,26959.00,30431552248,1128825,967,D,25524.00,27969.00
Rishmac.Prod.&EXP,20180808,26350.00,26800.00,24902.00,25524.00,25087432194,982883,1068,D,27352.00,25450.00
Rishmac.Prod.&EXP,20180807,28850.00,28850.00,26280.00,27352.00,32049386471,1171723,1107,D,29200.00,26350.00
Rishmac.Prod.&EXP,20180806,29990.00,30000.00,28000.00,29200.00,60580337402,2074695,1859,D,28192.00,28225.00
Rishmac.Prod.&EXP,20180805,27800.00,28571.00,26000.00,28192.00,61375675744,2177093,1462,D,25974.00,28571.00
Rishmac.Prod.&EXP,20180804,27099.00,27099.00,25500.00,25974.00,25004976818,962676,756,D,27290.00,25720.00
Rishmac.Prod.&EXP,20180801,28500.00,28500.00,26000.00,27290.00,49249887101,1804658,1474,D,27854.00,26400.00
Rishmac.Prod.&EXP,20180731,29000.00,30449.00,26600.00,27854.00,113053225086,4058735,2446,D,20956.00,27997.00
Rishmac.Prod.&EXP,20180728,20987.00,20987.00,20001.00,20956.00,66010450,3150,5,D,20496.00,20001.00
Rishmac.Prod.&EXP,20180725,20556.00,21640.00,19948.00,20496.00,33262812587,1622924,1142,D,19948.00,20350.00
Rishmac.Prod.&EXP,20180724,18600.00,20186.00,18600.00,19948.00,26715722643,1339300,985,D,18351.00,20186.00
Rishmac.Prod.&EXP,20180723,18322.00,18849.00,18001.00,18351.00,6688429619,364472,253,D,18314.00,18501.00
Rishmac.Prod.&EXP,20180722,18155.00,18850.00,18000.00,18314.00,16851414085,920128,638,D,17303.00,18400.00
Rishmac.Prod.&EXP,20180721,17500.00,17800.00,16900.00,17303.00,5995311736,346493,230,D,17525.00,17000.00
Rishmac.Prod.&EXP,20180718,18000.00,18098.00,17160.00,17525.00,5770999048,329299,273,D,17967.00,17300.00
Rishmac.Prod.&EXP,20180717,18000.00,18290.00,17005.00,17967.00,15791286871,878924,639,D,16842.00,17900.00
Rishmac.Prod.&EXP,20180716,16444.00,17300.00,16444.00,16842.00,7876336174,467661,339,D,16347.00,16633.00
Rishmac.Prod.&EXP,20180715,16469.00,16469.00,16260.00,16347.00,2525450171,154492,144,D,16264.00,16444.00
Rishmac.Prod.&EXP,20180714,16150.00,16550.00,16100.00,16264.00,1361872469,83735,103,D,16263.00,16100.00
Rishmac.Prod.&EXP,20180711,16300.00,16502.00,16173.00,16263.00,8493649331,522282,334,D,16719.00,16201.00
Rishmac.Prod.&EXP,20180710,16590.00,17030.00,16320.00,16719.00,4175822898,249762,194,D,16492.00,16502.00
Rishmac.Prod.&EXP,20180708,16510.00,17270.00,16105.00,16492.00,9017756219,546803,250,D,16724.00,16590.00
Rishmac.Prod.&EXP,20180707,17100.00,17283.00,16510.00,16724.00,5257394321,314363,255,D,17430.00,16541.00
Rishmac.Prod.&EXP,20180704,17695.00,17720.00,17150.00,17430.00,7396715819,424367,380,D,17480.00,17152.00
Rishmac.Prod.&EXP,20180703,17699.00,17990.00,17201.00,17480.00,12331300322,705447,386,D,17233.00,17451.00
Rishmac.Prod.&EXP,20180702,16300.00,17799.00,16200.00,17233.00,13949122577,809461,546,D,16488.00,17424.00
Rishmac.Prod.&EXP,20180701,17470.00,17650.00,16057.00,16488.00,24414771734,1480747,758,D,17841.00,16126.00
Rishmac.Prod.&EXP,20180630,18511.00,18998.00,17001.00,17841.00,22387337586,1254801,654,D,18000.00,17340.00
Rishmac.Prod.&EXP,20180625,18000.00,18000.00,18000.00,18000.00,6563952000,364664,39,D,17142.00,18000.00
Rishmac.Prod.&EXP,20180624,16980.00,17580.00,16950.00,17142.00,8932884644,521111,173,D,16292.00,17481.00
Rishmac.Prod.&EXP,20180623,16699.00,17300.00,15920.00,16292.00,15343998470,941814,566,D,16360.00,16490.00
Rishmac.Prod.&EXP,20180620,15801.00,16722.00,15801.00,16360.00,51168747559,3127716,957,D,15202.00,16150.00
Rishmac.Prod.&EXP,20180619,14050.00,15522.00,14050.00,15202.00,29205455580,1921133,940,D,14111.00,15522.00
Rishmac.Prod.&EXP,20180618,14450.00,14649.00,13812.00,14111.00,22070030920,1564061,765,D,14284.00,14210.00
Rishmac.Prod.&EXP,20180617,14029.00,15431.00,13815.00,14284.00,33661697816,2356642,945,D,12754.00,14449.00
Rishmac.Prod.&EXP,20180613,12754.00,12754.00,12754.00,12754.00,162485960,12740,7,D,11595.00,12754.00
Rishmac.Prod.&EXP,20180612,11595.00,11595.00,11595.00,11595.00,3077104290,265382,74,D,10541.00,11595.00
Rishmac.Prod.&EXP,20180611,10300.00,11000.00,10183.00,10541.00,3427078176,325123,217,D,10170.00,10800.00
Rishmac.Prod.&EXP,20180610,10110.00,10300.00,10110.00,10170.00,975122656,95886,105,D,10139.00,10174.00
Rishmac.Prod.&EXP,20180609,10130.00,10186.00,10100.00,10139.00,2168162361,213851,93,D,10121.00,10113.00
Rishmac.Prod.&EXP,20180603,10150.00,10315.00,10051.00,10121.00,2685605053,265352,242,D,10207.00,10300.00
Rishmac.Prod.&EXP,20180602,10207.00,10397.00,10160.00,10207.00,2148185489,210465,176,D,10239.00,10280.00
Rishmac.Prod.&EXP,20180530,10276.00,10398.00,10202.00,10239.00,852076027,83221,82,D,10360.00,10212.00
Rishmac.Prod.&EXP,20180529,10400.00,10500.00,10350.00,10360.00,1105986478,106756,90,D,10385.00,10399.00
Rishmac.Prod.&EXP,20180528,10452.00,10600.00,10300.00,10385.00,1117793063,107631,98,D,10460.00,10497.00
Rishmac.Prod.&EXP,20180527,10526.00,10526.00,10340.00,10460.00,878426428,83977,111,D,10432.00,10452.00
Rishmac.Prod.&EXP,20180526,10529.00,10529.00,10355.00,10432.00,1046328246,100303,121,D,10297.00,10450.00
Rishmac.Prod.&EXP,20180523,10490.00,10550.00,10201.00,10297.00,623594331,60563,92,D,10399.00,10255.00
Rishmac.Prod.&EXP,20180522,10630.00,10630.00,10273.00,10399.00,786845972,75667,88,D,10615.00,10306.00
Rishmac.Prod.&EXP,20180521,10670.00,10700.00,10511.00,10615.00,400078891,37690,46,D,10648.00,10558.00
Rishmac.Prod.&EXP,20180520,10663.00,10750.00,10600.00,10648.00,819289992,76946,88,D,10742.00,10670.00
Rishmac.Prod.&EXP,20180519,10400.00,10805.00,10400.00,10742.00,1308232158,121786,82,D,10661.00,10764.00
Rishmac.Prod.&EXP,20180516,10710.00,10710.00,10570.00,10661.00,698338173,65503,84,D,10641.00,10570.00
Rishmac.Prod.&EXP,20180515,10610.00,10710.00,10599.00,10641.00,1707434869,160460,110,D,10653.00,10650.00
Rishmac.Prod.&EXP,20180514,10800.00,10800.00,10600.00,10653.00,2182217946,204847,123,D,10739.00,10690.00
Rishmac.Prod.&EXP,20180513,10800.00,10888.00,10650.00,10739.00,750667204,69900,110,D,10801.00,10780.00
Rishmac.Prod.&EXP,20180512,10710.00,10900.00,10710.00,10801.00,825294940,76408,99,D,10535.00,10710.00
