<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Ghiam.AGRI&Husb,20190424,11499.00,11499.00,10921.00,10991.00,27013761559,2457890,1190,D,11495.00,10990.00
Ghiam.AGRI&Husb,20190423,10960.00,11800.00,10960.00,11495.00,14257532268,1240355,550,D,11449.00,11381.00
Ghiam.AGRI&Husb,20190422,11803.00,11803.00,10710.00,11449.00,40873656828,3569924,1242,D,11241.00,11183.00
Ghiam.AGRI&Husb,20190420,10584.00,11698.00,10584.00,11241.00,21591635162,1920719,480,D,11141.00,11698.00
Ghiam.AGRI&Husb,20190417,11141.00,11141.00,11141.00,11141.00,6096923391,547251,190,D,11727.00,11141.00
Ghiam.AGRI&Husb,20190416,11685.00,12035.00,11685.00,11727.00,15381319136,1311602,521,D,12299.00,11685.00
Ghiam.AGRI&Husb,20190415,12146.00,12750.00,12146.00,12299.00,47315635497,3847187,1542,D,12785.00,12146.00
Ghiam.AGRI&Husb,20190414,12785.00,12785.00,12785.00,12785.00,11930041480,933128,443,D,13457.00,12785.00
Ghiam.AGRI&Husb,20190413,13600.00,13889.00,12700.00,13457.00,48048856621,3570441,1879,D,13228.00,12811.00
Ghiam.AGRI&Husb,20190410,13200.00,13288.00,12656.00,13228.00,13000129232,982800,497,D,12656.00,13288.00
Ghiam.AGRI&Husb,20190409,12703.00,12999.00,12150.00,12656.00,36452750085,2880340,1163,D,12099.00,12790.00
Ghiam.AGRI&Husb,20190406,12100.00,12100.00,11700.00,12099.00,514559300,42529,22,D,11541.00,11700.00
Ghiam.AGRI&Husb,20190331,11639.00,11639.00,10742.00,11541.00,38639194632,3347891,1334,D,11085.00,11639.00
Ghiam.AGRI&Husb,20190330,11130.00,11144.00,10900.00,11085.00,12940231648,1167396,371,D,10614.00,11144.00
Ghiam.AGRI&Husb,20190327,10742.00,10742.00,10236.00,10614.00,31411813305,2959474,1112,D,10231.00,10742.00
Ghiam.AGRI&Husb,20190326,10231.00,10231.00,10231.00,10231.00,4627450607,452297,114,D,9744.00,10231.00
Ghiam.AGRI&Husb,20190325,9743.00,9744.00,9502.00,9744.00,7605873488,780592,304,D,9280.00,9744.00
Ghiam.AGRI&Husb,20190319,9075.00,9284.00,9075.00,9280.00,10183277686,1097292,444,D,8842.00,9284.00
Ghiam.AGRI&Husb,20190318,8690.00,8894.00,8690.00,8842.00,10913653403,1234241,497,D,8471.00,8894.00
Ghiam.AGRI&Husb,20190317,8300.00,8670.00,8300.00,8471.00,15978287950,1886149,773,D,8258.00,8669.00
Ghiam.AGRI&Husb,20190316,8211.00,8400.00,8205.00,8258.00,33130740999,4011725,1509,D,8636.00,8300.00
Ghiam.AGRI&Husb,20190313,9150.00,9150.00,8435.00,8636.00,25545158248,2957982,1363,D,8878.00,8435.00
Ghiam.AGRI&Husb,20190312,8840.00,8913.00,8700.00,8878.00,19364639630,2181297,770,D,8489.00,8913.00
Ghiam.AGRI&Husb,20190311,8189.00,8523.00,8100.00,8489.00,20734305764,2442587,801,D,8118.00,8523.00
Ghiam.AGRI&Husb,20190310,8199.00,8299.00,7830.00,8118.00,14057047783,1731511,818,D,7956.00,8084.00
Ghiam.AGRI&Husb,20190309,7900.00,8167.00,7482.00,7956.00,39065381008,4910392,1657,D,7779.00,8130.00
Ghiam.AGRI&Husb,20190306,7779.00,7779.00,7779.00,7779.00,1881708984,241896,35,D,7409.00,7779.00
Ghiam.AGRI&Husb,20190304,7411.00,7411.00,7359.00,7409.00,7110786346,959716,275,D,7059.00,7411.00
Ghiam.AGRI&Husb,20190303,7000.00,7302.00,6655.00,7059.00,30273207589,4288387,1386,D,6955.00,7302.00
Ghiam.AGRI&Husb,20190302,7009.00,7188.00,6666.00,6955.00,28935195342,4160449,1469,D,6855.00,6800.00
Ghiam.AGRI&Husb,20190227,6710.00,6981.00,6512.00,6855.00,19619842743,2862140,1115,D,6649.00,6833.00
Ghiam.AGRI&Husb,20190226,6680.00,6756.00,6200.00,6649.00,31417627046,4725435,1349,D,6435.00,6658.00
Ghiam.AGRI&Husb,20190225,6429.00,6437.00,6350.00,6435.00,11279074771,1752892,370,D,6131.00,6437.00
Ghiam.AGRI&Husb,20190224,5911.00,6347.00,5752.00,6131.00,18581444424,3030909,999,D,6045.00,6340.00
Ghiam.AGRI&Husb,20190223,6339.00,6339.00,5928.00,6045.00,38417177319,6355081,1900,D,6239.00,5950.00
Ghiam.AGRI&Husb,20190220,6239.00,6239.00,6239.00,6239.00,10127718788,1623292,215,D,5942.00,6239.00
Ghiam.AGRI&Husb,20190219,5897.00,5948.00,5897.00,5942.00,10484712256,1764509,279,D,5665.00,5948.00
Ghiam.AGRI&Husb,20190218,5550.00,5689.00,5475.00,5665.00,25238779938,4454880,852,D,5419.00,5689.00
Ghiam.AGRI&Husb,20190217,5428.00,5428.00,5229.00,5419.00,38948468371,7187417,1486,D,5170.00,5428.00
Ghiam.AGRI&Husb,20190216,5091.00,5181.00,5090.00,5170.00,22655574431,4382147,523,D,4935.00,5181.00
Ghiam.AGRI&Husb,20190213,4805.00,5067.00,4805.00,4935.00,3660276292,741687,311,D,4891.00,5048.00
Ghiam.AGRI&Husb,20190212,4990.00,4995.00,4765.00,4891.00,2836405581,579951,161,D,4926.00,4900.00
Ghiam.AGRI&Husb,20190210,5030.00,5030.00,4885.00,4926.00,3164355975,642433,153,D,5011.00,4960.00
Ghiam.AGRI&Husb,20190206,5010.00,5099.00,4951.00,5011.00,2181158330,435289,152,D,4958.00,4951.00
Ghiam.AGRI&Husb,20190205,4860.00,5089.00,4860.00,4958.00,3663121586,738788,234,D,4860.00,5032.00
Ghiam.AGRI&Husb,20190204,4763.00,4949.00,4763.00,4860.00,2642680546,543780,146,D,4791.00,4870.00
Ghiam.AGRI&Husb,20190203,4800.00,4817.00,4750.00,4791.00,1819359669,379740,174,D,4838.00,4812.00
Ghiam.AGRI&Husb,20190202,4851.00,5000.00,4740.00,4838.00,3821263493,789807,245,D,4899.00,4810.00
Ghiam.AGRI&Husb,20190130,5120.00,5120.00,4860.00,4899.00,10893789718,2223513,418,D,5115.00,4864.00
Ghiam.AGRI&Husb,20190129,5200.00,5200.00,5051.00,5115.00,2133242331,417048,146,D,5100.00,5129.00
Ghiam.AGRI&Husb,20190128,5150.00,5200.00,5050.00,5100.00,3143181037,616285,245,D,5292.00,5130.00
Ghiam.AGRI&Husb,20190127,5673.00,5673.00,5235.00,5292.00,10613532797,2005714,462,D,5510.00,5235.00
Ghiam.AGRI&Husb,20190126,5530.00,5567.00,5313.00,5510.00,17477948565,3172233,610,D,5302.00,5567.00
Ghiam.AGRI&Husb,20190123,5102.00,5350.00,5102.00,5302.00,6707814976,1265048,430,D,5096.00,5350.00
Ghiam.AGRI&Husb,20190122,5050.00,5236.00,4910.00,5096.00,5768981281,1132106,276,D,4987.00,5186.00
Ghiam.AGRI&Husb,20190121,5100.00,5100.00,4985.00,4987.00,7551510836,1514252,275,D,5247.00,4985.00
Ghiam.AGRI&Husb,20190120,5384.00,5401.00,5027.00,5247.00,13893161768,2648059,680,D,5144.00,5100.00
Ghiam.AGRI&Husb,20190119,5147.00,5147.00,5050.00,5144.00,9668436535,1879657,445,D,4902.00,5147.00
Ghiam.AGRI&Husb,20190116,4987.00,4987.00,4866.00,4902.00,6298902118,1284990,259,D,4815.00,4908.00
Ghiam.AGRI&Husb,20190115,4810.00,4959.00,4681.00,4815.00,10679590716,2218010,498,D,4921.00,4900.00
Ghiam.AGRI&Husb,20190114,4990.00,5069.00,4800.00,4921.00,6250806985,1270267,348,D,5021.00,4822.00
Ghiam.AGRI&Husb,20190113,5091.00,5091.00,4874.00,5021.00,16812043317,3348506,775,D,4849.00,5019.00
Ghiam.AGRI&Husb,20190112,4851.00,4851.00,4771.00,4849.00,29124861852,6006512,738,D,4620.00,4851.00
Ghiam.AGRI&Husb,20190109,4449.00,4659.00,4400.00,4620.00,11498428974,2489049,604,D,4438.00,4659.00
Ghiam.AGRI&Husb,20190108,4490.00,4520.00,4407.00,4438.00,2947320153,664112,267,D,4529.00,4438.00
Ghiam.AGRI&Husb,20190107,4510.00,4590.00,4430.00,4529.00,5759303164,1271672,357,D,4506.00,4502.00
Ghiam.AGRI&Husb,20190106,4480.00,4600.00,4398.00,4506.00,6117043236,1357551,521,D,4503.00,4430.00
Ghiam.AGRI&Husb,20190105,4350.00,4545.00,4310.00,4503.00,7475345355,1660136,458,D,4474.00,4509.00
Ghiam.AGRI&Husb,20190102,4431.00,4530.00,4354.00,4474.00,11945131269,2669659,616,D,4352.00,4439.00
Ghiam.AGRI&Husb,20190101,4142.00,4403.00,4142.00,4352.00,6171433672,1417929,332,D,4194.00,4400.00
Ghiam.AGRI&Husb,20181231,4299.00,4314.00,4143.00,4194.00,2923803528,697113,219,D,4322.00,4226.00
Ghiam.AGRI&Husb,20181230,4300.00,4390.00,4241.00,4322.00,2416665652,559129,145,D,4295.00,4250.00
Ghiam.AGRI&Husb,20181229,4248.00,4349.00,4226.00,4295.00,4236486364,986379,308,D,4193.00,4300.00
Ghiam.AGRI&Husb,20181226,4000.00,4207.00,4000.00,4193.00,7189322994,1714447,388,D,4007.00,4207.00
Ghiam.AGRI&Husb,20181225,4125.00,4125.00,3982.00,4007.00,1204236129,300532,142,D,4085.00,4040.00
Ghiam.AGRI&Husb,20181224,4178.00,4178.00,4041.00,4085.00,1059285853,259336,160,D,4071.00,4072.00
Ghiam.AGRI&Husb,20181223,4070.00,4187.00,3992.00,4071.00,1769484134,434603,206,D,3996.00,4100.00
Ghiam.AGRI&Husb,20181222,3900.00,4078.00,3900.00,3996.00,2888741369,722995,248,D,4007.00,3999.00
Ghiam.AGRI&Husb,20181219,3932.00,4111.00,3932.00,4007.00,3819367671,953079,287,D,3932.00,3989.00
Ghiam.AGRI&Husb,20181218,3860.00,3996.00,3856.00,3932.00,1214323007,308817,179,D,3914.00,3950.00
Ghiam.AGRI&Husb,20181217,3900.00,3990.00,3850.00,3914.00,3911897092,999336,289,D,4017.00,3920.00
Ghiam.AGRI&Husb,20181216,4106.00,4179.00,3980.00,4017.00,10588041357,2635583,435,D,4189.00,3980.00
Ghiam.AGRI&Husb,20181215,4195.00,4238.00,4150.00,4189.00,1863547297,444827,234,D,4270.00,4180.00
Ghiam.AGRI&Husb,20181212,4103.00,4308.00,4103.00,4270.00,962831111,225497,119,D,4318.00,4289.00
Ghiam.AGRI&Husb,20181210,4300.00,4450.00,4260.00,4318.00,2277109872,527403,211,D,4377.00,4299.00
Ghiam.AGRI&Husb,20181209,4474.00,4500.00,4251.00,4377.00,1603958917,366412,198,D,4419.00,4400.00
Ghiam.AGRI&Husb,20181208,4296.00,4550.00,4215.00,4419.00,6294631285,1424500,516,D,4336.00,4488.00
Ghiam.AGRI&Husb,20181205,4301.00,4402.00,4275.00,4336.00,1810869009,417646,177,D,4315.00,4322.00
Ghiam.AGRI&Husb,20181204,4402.00,4402.00,4260.00,4315.00,1691759123,392089,174,D,4428.00,4380.00
Ghiam.AGRI&Husb,20181203,4457.00,4457.00,4345.00,4428.00,2699372338,609681,267,D,4245.00,4386.00
Ghiam.AGRI&Husb,20181202,4099.00,4350.00,4099.00,4245.00,2920254509,687984,172,D,4234.00,4320.00
Ghiam.AGRI&Husb,20181201,4300.00,4350.00,4216.00,4234.00,3458055583,816676,275,D,4437.00,4240.00
Ghiam.AGRI&Husb,20181128,4511.00,4511.00,4360.00,4437.00,2019082116,455013,273,D,4582.00,4380.00
Ghiam.AGRI&Husb,20181127,4539.00,4665.00,4500.00,4582.00,2698657811,588950,319,D,4485.00,4568.00
Ghiam.AGRI&Husb,20181126,4339.00,4584.00,4311.00,4485.00,4278847816,954036,477,D,4378.00,4548.00
Ghiam.AGRI&Husb,20181124,4398.00,4500.00,4286.00,4378.00,1587917140,362724,245,D,4509.00,4400.00
Ghiam.AGRI&Husb,20181121,4360.00,4581.00,4360.00,4509.00,3529192002,782613,394,D,4364.00,4500.00
Ghiam.AGRI&Husb,20181120,4311.00,4500.00,4292.00,4364.00,7475933703,1713121,536,D,4517.00,4391.00
Ghiam.AGRI&Husb,20181119,4610.00,4654.00,4426.00,4517.00,6952801901,1539329,503,D,4658.00,4426.00
Ghiam.AGRI&Husb,20181118,4790.00,4895.00,4644.00,4658.00,6675197367,1433117,395,D,4888.00,4697.00
Ghiam.AGRI&Husb,20181117,4860.00,5095.00,4731.00,4888.00,5970699873,1221408,581,D,4857.00,4850.00
Ghiam.AGRI&Husb,20181114,4900.00,4969.00,4626.00,4857.00,10159995653,2091619,655,D,4733.00,4872.00
Ghiam.AGRI&Husb,20181113,4736.00,4736.00,4520.00,4733.00,12220690340,2582098,519,D,4511.00,4736.00
Ghiam.AGRI&Husb,20181112,4400.00,4551.00,4350.00,4511.00,6471193490,1434382,439,D,4335.00,4551.00
Ghiam.AGRI&Husb,20181111,4440.00,4440.00,4261.00,4335.00,2577409615,594524,196,D,4345.00,4333.00
Ghiam.AGRI&Husb,20181110,4240.00,4448.00,4240.00,4345.00,3286984611,756467,259,D,4275.00,4330.00
Ghiam.AGRI&Husb,20181106,4400.00,4400.00,4230.00,4275.00,2218747530,519052,537,D,4329.00,4255.00
Ghiam.AGRI&Husb,20181105,4225.00,4390.00,4224.00,4329.00,1651310336,381446,352,D,4238.00,4359.00
Ghiam.AGRI&Husb,20181104,4104.00,4310.00,4104.00,4238.00,3601459903,849842,438,D,4122.00,4280.00
Ghiam.AGRI&Husb,20181103,4050.00,4164.00,4025.00,4122.00,3938796983,955452,364,D,4025.00,4160.00
Ghiam.AGRI&Husb,20181031,4120.00,4147.00,3999.00,4025.00,5684090767,1412119,313,D,4100.00,4030.00
Ghiam.AGRI&Husb,20181029,4021.00,4170.00,4021.00,4100.00,2246785972,547953,241,D,4096.00,4100.00
Ghiam.AGRI&Husb,20181028,3980.00,4149.00,3980.00,4096.00,1741788548,425240,213,D,3979.00,4148.00
Ghiam.AGRI&Husb,20181027,4101.00,4150.00,3920.00,3979.00,1872468294,470554,268,D,4122.00,3923.00
Ghiam.AGRI&Husb,20181024,4100.00,4229.00,4000.00,4122.00,4725541031,1146314,374,D,4053.00,4100.00
Ghiam.AGRI&Husb,20181023,4195.00,4200.00,3922.00,4053.00,5680108341,1401486,444,D,4098.00,4000.00
Ghiam.AGRI&Husb,20181022,4025.00,4174.00,4010.00,4098.00,3671915569,895935,382,D,4034.00,4132.00
Ghiam.AGRI&Husb,20181021,4030.00,4120.00,3900.00,4034.00,6369179345,1578993,616,D,4007.00,4033.00
Ghiam.AGRI&Husb,20181020,3901.00,4040.00,3901.00,4007.00,3302516861,824278,417,D,3854.00,4011.00
Ghiam.AGRI&Husb,20181017,3711.00,3970.00,3711.00,3854.00,4893937994,1269691,642,D,3836.00,3911.00
Ghiam.AGRI&Husb,20181016,3901.00,3934.00,3750.00,3836.00,5474420212,1427195,635,D,3846.00,3900.00
Ghiam.AGRI&Husb,20181015,3870.00,3873.00,3751.00,3846.00,5353708518,1392082,842,D,3689.00,3831.00
Ghiam.AGRI&Husb,20181014,3461.00,3712.00,3461.00,3689.00,6331805875,1716253,585,D,3536.00,3712.00
Ghiam.AGRI&Husb,20181013,3610.00,3694.00,3514.00,3536.00,7716655916,2182123,857,D,3698.00,3600.00
Ghiam.AGRI&Husb,20181010,3760.00,3816.00,3601.00,3698.00,5881585588,1590674,636,D,3750.00,3695.00
Ghiam.AGRI&Husb,20181009,3799.00,3833.00,3667.00,3750.00,7558542769,2015351,731,D,3654.00,3700.00
Ghiam.AGRI&Husb,20181008,3540.00,3699.00,3540.00,3654.00,8912106358,2438737,1124,D,3523.00,3699.00
Ghiam.AGRI&Husb,20181007,3361.00,3645.00,3303.00,3523.00,12964919658,3680373,1317,D,3472.00,3500.00
Ghiam.AGRI&Husb,20181006,3423.00,3698.00,3360.00,3472.00,10621168171,3058764,1071,D,3536.00,3540.00
Ghiam.AGRI&Husb,20181003,3519.00,3740.00,3519.00,3536.00,8205142016,2320709,902,D,3704.00,3586.00
Ghiam.AGRI&Husb,20181002,3704.00,3704.00,3704.00,3704.00,1893914464,511316,192,D,3898.00,3704.00
Ghiam.AGRI&Husb,20181001,4150.00,4197.00,3866.00,3898.00,8545237106,2192120,924,D,4069.00,3866.00
Ghiam.AGRI&Husb,20180930,4085.00,4085.00,3999.00,4069.00,11156549728,2741998,866,D,3891.00,4085.00
Ghiam.AGRI&Husb,20180929,3790.00,3949.00,3770.00,3891.00,10834916099,2784732,886,D,3761.00,3949.00
Ghiam.AGRI&Husb,20180926,3814.00,3824.00,3690.00,3761.00,12271482456,3262674,1190,D,3788.00,3760.00
Ghiam.AGRI&Husb,20180925,3800.00,3841.00,3717.00,3788.00,8031657152,2120241,809,D,3659.00,3723.00
Ghiam.AGRI&Husb,20180924,3600.00,3743.00,3402.00,3659.00,14266978083,3899655,1351,D,3565.00,3743.00
Ghiam.AGRI&Husb,20180923,3452.00,3624.00,3420.00,3565.00,10109627731,2835827,1032,D,3452.00,3599.00
Ghiam.AGRI&Husb,20180922,3488.00,3488.00,3410.00,3452.00,8310815403,2407368,1250,D,3322.00,3418.00
Ghiam.AGRI&Husb,20180918,3300.00,3370.00,3230.00,3322.00,7973360794,2400240,1059,D,3215.00,3364.00
Ghiam.AGRI&Husb,20180917,3250.00,3269.00,3181.00,3215.00,7411497239,2305361,1009,D,3202.00,3230.00
Ghiam.AGRI&Husb,20180916,3202.00,3290.00,3171.00,3202.00,8521362858,2661230,1084,D,3337.00,3200.00
Ghiam.AGRI&Husb,20180915,3400.00,3449.00,3220.00,3337.00,15203877276,4555516,1754,D,3337.00,3236.00
Ghiam.AGRI&Husb,20180912,3280.00,3429.00,3187.00,3337.00,19228646866,5762838,2115,D,3281.00,3337.00
Ghiam.AGRI&Husb,20180911,3230.00,3380.00,3164.00,3281.00,12757867967,3887914,2250,D,3281.00,3200.00
Ghiam.AGRI&Husb,20180910,3490.00,3490.00,3208.00,3281.00,15754887686,4802235,1879,D,3376.00,3232.00
Ghiam.AGRI&Husb,20180909,3383.00,3383.00,3260.00,3376.00,8962042432,2654277,779,D,3222.00,3383.00
Ghiam.AGRI&Husb,20180908,3190.00,3223.00,3149.00,3222.00,22849309336,7090635,1802,D,3070.00,3223.00
Ghiam.AGRI&Husb,20180905,2930.00,3103.00,2902.00,3070.00,12988821640,4230549,1754,D,2956.00,3103.00
Ghiam.AGRI&Husb,20180904,2989.00,2989.00,2873.00,2956.00,4389092957,1485058,726,D,2965.00,2976.00
Ghiam.AGRI&Husb,20180903,2892.00,3000.00,2859.00,2965.00,5631526735,1899200,986,D,2861.00,2970.00
Ghiam.AGRI&Husb,20180902,2850.00,2921.00,2830.00,2861.00,3499103839,1222839,655,D,2842.00,2890.00
Ghiam.AGRI&Husb,20180901,2860.00,2895.00,2822.00,2842.00,2817222261,991237,591,D,2858.00,2853.00
Ghiam.AGRI&Husb,20180829,2860.00,2890.00,2845.00,2858.00,5341569655,1869296,825,D,2907.00,2854.00
Ghiam.AGRI&Husb,20180828,2911.00,2958.00,2860.00,2907.00,4277601221,1471345,661,D,2945.00,2900.00
Ghiam.AGRI&Husb,20180827,2999.00,3000.00,2900.00,2945.00,5470120588,1857137,891,D,2958.00,2955.00
Ghiam.AGRI&Husb,20180826,2985.00,2985.00,2920.00,2958.00,8507575389,2876150,1299,D,2898.00,2972.00
Ghiam.AGRI&Husb,20180825,2891.00,2954.00,2822.00,2898.00,8463222064,2920645,1385,D,2917.00,2910.00
Ghiam.AGRI&Husb,20180821,3033.00,3090.00,2882.00,2917.00,7472623325,2561728,1129,D,3007.00,2933.00
Ghiam.AGRI&Husb,20180820,3098.00,3098.00,2931.00,3007.00,5499075452,1828831,925,D,3034.00,2967.00
Ghiam.AGRI&Husb,20180819,3030.00,3095.00,2910.00,3034.00,13521794949,4456442,2170,D,2952.00,3036.00
Ghiam.AGRI&Husb,20180818,2791.00,2957.00,2791.00,2952.00,26373742853,8934395,3037,D,2817.00,2957.00
Ghiam.AGRI&Husb,20180815,2800.00,2854.00,2758.00,2817.00,7581821039,2691817,1611,D,2769.00,2794.00
Ghiam.AGRI&Husb,20180814,2611.00,2800.00,2611.00,2769.00,7985722452,2884370,1487,D,2684.00,2759.00
Ghiam.AGRI&Husb,20180813,2729.00,2759.00,2655.00,2684.00,7505385056,2796530,1357,D,2794.00,2675.00
Ghiam.AGRI&Husb,20180812,2874.00,2874.00,2700.00,2794.00,13762378745,4925719,2570,D,2738.00,2759.00
Ghiam.AGRI&Husb,20180811,2738.00,2738.00,2708.00,2738.00,4283081815,1564495,836,D,2608.00,2738.00
Ghiam.AGRI&Husb,20180808,2507.00,2637.00,2507.00,2608.00,9956058564,3817602,2303,D,2512.00,2637.00
Ghiam.AGRI&Husb,20180807,2525.00,2650.00,2494.00,2512.00,13652376604,5435459,3014,D,2625.00,2522.00
Ghiam.AGRI&Husb,20180806,2670.00,2759.00,2591.00,2625.00,10267127148,3911468,2478,D,2727.00,2591.00
Ghiam.AGRI&Husb,20180805,2701.00,2799.00,2660.00,2727.00,9365620909,3434372,2851,D,2720.00,2680.00
Ghiam.AGRI&Husb,20180804,2800.00,2800.00,2717.00,2720.00,10269659860,3775037,3497,D,2859.00,2718.00
Ghiam.AGRI&Husb,20180801,3049.00,3049.00,2794.00,2859.00,13636150204,4769966,4197,D,2941.00,2795.00
Ghiam.AGRI&Husb,20180731,2806.00,3070.00,2806.00,2941.00,28407599702,9660564,11024,D,2953.00,3005.00
Ghiam.AGRI&Husb,20180730,3021.00,3050.00,2937.00,2953.00,8042646836,2723348,2277,D,3091.00,2937.00
Ghiam.AGRI&Husb,20180729,3146.00,3146.00,3010.00,3091.00,33003434822,10677050,17325,D,2997.00,3060.00
Ghiam.AGRI&Husb,20180728,2971.00,3110.00,2851.00,2997.00,54756690784,18273534,34864,D,2411.00,3030.00
Ghiam.AGRI&Husb,20180718,2611.00,2611.00,2611.00,2611.00,23696378545,9075595,31016,D,2487.00,2611.00
Ghiam.AGRI&Husb,20180717,2487.00,2487.00,2487.00,2487.00,1377810435,554005,1982,D,2369.00,2487.00
Ghiam.AGRI&Husb,20180716,2369.00,2369.00,2369.00,2369.00,82915000000,35000000,117165,D,1000.00,2369.00
